fight_date,fighter_red,fighter_blue,winner,red_age,blue_age,red_height_cm,blue_height_cm,red_reach_cm,blue_reach_cm,red_wins,blue_wins,red_losses,blue_losses,red_sig_str_acc,blue_sig_str_acc,red_takedown_acc,blue_takedown_acc,red_stance,blue_stance,target_red_win,age_diff,age_sum,height_cm_diff,height_cm_sum,reach_cm_diff,reach_cm_sum,wins_diff,wins_sum,losses_diff,losses_sum,sig_str_acc_diff,sig_str_acc_sum,takedown_acc_diff,takedown_acc_sum,red_win_rate,blue_win_rate,win_rate_diff,same_stance,red_stance_Open Stance,red_stance_Orthodox,red_stance_Sideways,red_stance_Southpaw,red_stance_Switch,red_stance_Unknown,blue_stance_Open Stance,blue_stance_Orthodox,blue_stance_Sideways,blue_stance_Southpaw,blue_stance_Switch,blue_stance_Unknown,fight_month,fight_year
2018-04-07,Renato Moicano,Calvin Kattar,red,28.88,30.03,180.34,180.34,182.88,182.88,20,23,7,10,0.48,0.37,0.41,0.29,Orthodox,Orthodox,1,-1.1500000000000021,58.91,0.0,360.68,0.0,365.76,-3,43,-3,17,0.10999999999999999,0.85,0.12,0.7,0.7142857142857143,0.6764705882352942,0.037815126050420145,1,0,1,0,0,0,0,0,1,0,0,0,0,4,2018
2018-04-07,Evan Dunham,Olivier Aubin-Mercier,blue,36.3,29.12,177.8,175.26,177.8,177.8,18,11,9,5,0.39,0.51,0.33,0.33,Southpaw,Southpaw,0,7.179999999999996,65.42,2.5400000000000205,353.06,0.0,355.6,7,29,4,14,-0.12,0.9,0.0,0.66,0.6428571428571429,0.6470588235294118,-0.004201680672268893,1,0,0,0,1,0,0,0,0,0,1,0,0,4,2018
2018-04-07,Joe Lauzon,Chris Gruetzemacher,blue,33.88,31.81,177.8,172.72,180.34,172.72,28,15,16,5,0.39,0.57,0.45,0.5,Orthodox,Orthodox,0,2.070000000000004,65.69,5.0800000000000125,350.52,7.6200000000000045,353.06,13,43,11,21,-0.17999999999999994,0.96,-0.04999999999999999,0.95,0.6222222222222222,0.7142857142857143,-0.09206349206349207,1,0,1,0,0,0,0,0,1,0,0,0,0,4,2018
2018-04-07,Karolina Kowalkiewicz,Felice Herrig,red,32.48,33.55,160.02,162.56,162.56,165.1,16,14,9,10,0.43,0.37,0.22,0.28,Orthodox,Orthodox,1,-1.0700000000000003,66.03,-2.539999999999992,322.58000000000004,-2.539999999999992,327.65999999999997,2,30,-1,19,0.06,0.8,-0.060000000000000026,0.5,0.6153846153846154,0.56,0.055384615384615365,1,0,1,0,0,0,0,0,1,0,0,0,0,4,2018
2018-04-07,Bec Rawlings,Ashlee Evans-Smith,blue,29.15,30.75,167.64,172.72,162.56,170.18,7,6,8,6,0.42,0.34,0.4,0.22,Orthodox,Orthodox,0,-1.6000000000000014,59.9,-5.0800000000000125,340.36,-7.6200000000000045,332.74,1,13,2,14,0.07999999999999996,0.76,0.18000000000000002,0.62,0.4375,0.46153846153846156,-0.024038461538461564,1,0,1,0,0,0,0,0,1,0,0,0,0,4,2018
2018-04-07,Zabit Magomedsharipov,Kyle Bochniak,red,27.1,31.17,185.42,170.18,185.42,177.8,18,8,1,5,0.48,0.31,0.56,0.15,Orthodox,Orthodox,1,-4.07,58.27,15.23999999999998,355.6,7.619999999999976,363.22,10,26,-4,6,0.16999999999999998,0.79,0.41000000000000003,0.7100000000000001,0.9,0.5714285714285714,0.3285714285714286,1,0,1,0,0,0,0,0,1,0,0,0,0,4,2018
2018-04-14,Israel Adesanya,Marvin Vettori,red,28.73,24.56,193.04,182.88,203.2,187.96,24,19,5,9,0.48,0.45,0.11,0.45,Switch,Southpaw,1,4.170000000000002,53.29,10.159999999999997,375.91999999999996,15.23999999999998,391.15999999999997,5,43,-4,14,0.02999999999999997,0.9299999999999999,-0.34,0.56,0.8,0.6551724137931034,0.14482758620689662,0,0,0,0,0,1,0,0,0,0,1,0,0,4,2018
2018-04-14,Tim Boetsch,Antonio Carlos Junior,blue,37.21,28.08,182.88,187.96,187.96,200.66,21,11,13,5,0.5,0.42,0.34,0.39,Orthodox,Orthodox,0,9.130000000000003,65.28999999999999,-5.0800000000000125,370.84000000000003,-12.699999999999989,388.62,10,32,8,18,0.08000000000000002,0.9199999999999999,-0.04999999999999999,0.73,0.6,0.6470588235294118,-0.04705882352941182,1,0,1,0,0,0,0,0,1,0,0,0,0,4,2018
2018-04-14,Matthew Lopez,Alejandro Perez,blue,31.23,28.61,170.18,167.64,175.26,170.18,10,23,4,9,0.5,0.35,0.6,0.22,Southpaw,Orthodox,0,2.620000000000001,59.84,2.5400000000000205,337.82,5.079999999999984,345.44,-13,33,-5,13,0.15000000000000002,0.85,0.38,0.82,0.6666666666666666,0.696969696969697,-0.030303030303030387,0,0,0,0,1,0,0,0,1,0,0,0,0,4,2018
2018-04-14,Luke Sanders,Patrick Williams,red,32.34,36.6,167.64,172.72,170.18,185.42,13,8,5,6,0.52,0.51,0.3,0.41,Southpaw,Orthodox,1,-4.259999999999998,68.94,-5.0800000000000125,340.36,-15.23999999999998,355.6,5,21,-1,11,0.010000000000000009,1.03,-0.10999999999999999,0.71,0.6842105263157895,0.5333333333333333,0.15087719298245617,0,0,0,0,1,0,0,0,1,0,0,0,0,4,2018
2018-04-14,Arjan Bhullar,Adam Wieczorek,blue,31.92,26.19,185.42,195.58,190.5,205.74,9,10,1,2,0.56,0.38,0.75,0.33,Orthodox,Orthodox,0,5.73,58.11,-10.160000000000025,381.0,-15.240000000000009,396.24,-1,19,-1,3,0.18000000000000005,0.9400000000000001,0.42,1.08,0.8181818181818182,0.7692307692307693,0.04895104895104896,1,0,1,0,0,0,0,0,1,0,0,0,0,4,2018
2018-04-14,Gilbert Burns,Dan Moret,red,31.73,31.39,177.8,182.88,180.34,185.42,22,13,9,6,0.48,0.43,0.37,0.27,Orthodox,Southpaw,1,0.33999999999999986,63.120000000000005,-5.079999999999984,360.68,-5.079999999999984,365.76,9,35,3,15,0.04999999999999999,0.9099999999999999,0.09999999999999998,0.64,0.6875,0.65,0.03749999999999998,0,0,1,0,0,0,0,0,0,0,1,0,0,4,2018
2018-04-14,Dhiego Lima,Yushin Okami,blue,29.2,36.73,187.96,187.96,190.5,190.5,17,34,9,12,0.39,0.38,0.34,0.39,Orthodox,Southpaw,0,-7.529999999999998,65.92999999999999,0.0,375.92,0.0,381.0,-17,51,-3,21,0.010000000000000009,0.77,-0.04999999999999999,0.73,0.6296296296296297,0.723404255319149,-0.09377462568951933,0,0,1,0,0,0,0,0,0,0,1,0,0,4,2018
2018-04-14,Shana Dobson,Lauren Mueller,blue,29.04,26.41,167.64,165.1,175.26,170.18,4,5,5,3,0.37,0.41,0.5,0.5,Orthodox,Orthodox,0,2.629999999999999,55.45,2.539999999999992,332.74,5.079999999999984,345.44,-1,9,2,8,-0.03999999999999998,0.78,0.0,1.0,0.4,0.5555555555555556,-0.15555555555555556,1,0,1,0,0,0,0,0,1,0,0,0,0,4,2018
2018-04-14,Wilson Reis,John Moraga,blue,33.27,34.07,162.56,167.64,165.1,167.64,23,19,10,7,0.29,0.43,0.42,0.23,Southpaw,Orthodox,0,-0.7999999999999972,67.34,-5.079999999999984,330.2,-2.539999999999992,332.74,4,42,3,17,-0.14,0.72,0.18999999999999997,0.65,0.6764705882352942,0.7037037037037037,-0.027233115468409563,0,0,0,0,1,0,0,0,1,0,0,0,0,4,2018
2018-04-14,Dustin Poirier,Justin Gaethje,red,29.23,29.41,175.26,180.34,182.88,177.8,30,26,10,5,0.5,0.58,0.35,0.14,Southpaw,Orthodox,1,-0.17999999999999972,58.64,-5.0800000000000125,355.6,5.079999999999984,360.68,4,56,5,15,-0.07999999999999996,1.08,0.20999999999999996,0.49,0.7317073170731707,0.8125,-0.08079268292682928,0,0,0,0,1,0,0,0,1,0,0,0,0,4,2018
2018-04-14,Muslim Salikhov,Ricky Rainey,red,33.85,34.79,180.34,185.42,177.8,195.58,22,12,5,6,0.49,0.48,0.32,0.18,Orthodox,Switch,1,-0.9399999999999977,68.64,-5.079999999999984,365.76,-17.78,373.38,10,34,-1,11,0.010000000000000009,0.97,0.14,0.5,0.7857142857142857,0.631578947368421,0.15413533834586468,0,0,1,0,0,0,0,0,0,0,0,1,0,4,2018
2018-04-14,Carlos Condit,Alex Oliveira,blue,33.97,30.14,187.96,180.34,190.5,193.04,32,22,14,12,0.39,0.51,0.46,0.38,Orthodox,Orthodox,0,3.8299999999999983,64.11,7.6200000000000045,368.3,-2.539999999999992,383.53999999999996,10,54,2,26,-0.12,0.9,0.08000000000000002,0.8400000000000001,0.6808510638297872,0.6285714285714286,0.05227963525835866,1,0,1,0,0,0,0,0,1,0,0,0,0,4,2018
2018-04-14,Michelle Waterson-Gomez,Cortney Casey,red,32.27,30.94,160.02,170.18,157.48,170.18,18,10,13,10,0.46,0.39,0.33,0.31,Orthodox,Orthodox,1,1.3300000000000018,63.21000000000001,-10.159999999999997,330.20000000000005,-12.700000000000017,327.65999999999997,8,28,3,23,0.07,0.8500000000000001,0.020000000000000018,0.64,0.5625,0.47619047619047616,0.08630952380952384,1,0,1,0,0,0,0,0,1,0,0,0,0,4,2018
2018-04-14,Krzysztof Jotko,Brad Tavares,blue,28.65,30.31,185.42,185.42,195.58,187.96,24,21,6,12,0.42,0.43,0.39,0.26,Southpaw,Orthodox,0,-1.6600000000000001,58.959999999999994,0.0,370.84,7.6200000000000045,383.54,3,45,-6,18,-0.010000000000000009,0.85,0.13,0.65,0.7741935483870968,0.6176470588235294,0.15654648956356731,0,0,0,0,1,0,0,0,1,0,0,0,0,4,2018
2018-04-21,David Branch,Thiago Santos,red,36.57,34.29,185.42,187.96,198.12,193.04,22,22,6,11,0.39,0.48,0.32,0.33,Orthodox,Orthodox,1,2.280000000000001,70.86,-2.5400000000000205,373.38,5.0800000000000125,391.15999999999997,0,44,-5,17,-0.08999999999999997,0.87,-0.010000000000000009,0.65,0.7586206896551724,0.6470588235294118,0.11156186612576058,1,0,1,0,0,0,0,0,1,0,0,0,0,4,2018
2018-04-21,Edson Barboza,Kevin Lee,blue,32.25,25.63,180.34,175.26,190.5,195.58,24,18,13,8,0.44,0.42,0.5,0.43,Orthodox,Orthodox,0,6.620000000000001,57.879999999999995,5.0800000000000125,355.6,-5.0800000000000125,386.08000000000004,6,42,5,21,0.020000000000000018,0.86,0.07,0.9299999999999999,0.631578947368421,0.6666666666666666,-0.03508771929824561,1,0,1,0,0,0,0,0,1,0,0,0,0,4,2018
2018-04-21,Frankie Edgar,Cub Swanson,red,36.51,34.47,167.64,172.72,172.72,177.8,23,30,11,14,0.4,0.51,0.31,0.5,Orthodox,Orthodox,1,2.039999999999999,70.97999999999999,-5.0800000000000125,340.36,-5.0800000000000125,350.52,-7,53,-3,25,-0.10999999999999999,0.91,-0.19,0.81,0.6571428571428571,0.6666666666666666,-0.00952380952380949,1,0,1,0,0,0,0,0,1,0,0,0,0,4,2018
2018-04-21,Aljamain Sterling,Brett Johns,red,28.72,26.16,170.18,170.18,180.34,180.34,25,17,5,2,0.52,0.49,0.3,0.49,Orthodox,Orthodox,1,2.5599999999999987,54.879999999999995,0.0,340.36,0.0,360.68,8,42,3,7,0.030000000000000027,1.01,-0.19,0.79,0.8064516129032258,0.85,-0.04354838709677422,1,0,1,0,0,0,0,0,1,0,0,0,0,4,2018
2018-04-21,Justin Willis,Chase Sherman,red,30.76,28.43,185.42,193.04,198.12,198.12,8,16,2,12,0.59,0.45,0.66,0.5,Southpaw,Orthodox,1,2.330000000000002,59.19,-7.6200000000000045,378.46,0.0,396.24,-8,24,-10,14,0.13999999999999996,1.04,0.16000000000000003,1.1600000000000001,0.7272727272727273,0.5517241379310345,0.17554858934169282,0,0,0,0,1,0,0,0,1,0,0,0,0,4,2018
2018-04-21,Jim Miller,Dan Hooker,blue,34.64,28.18,172.72,182.88,180.34,190.5,38,24,19,12,0.42,0.48,0.45,0.34,Southpaw,Switch,0,6.460000000000001,62.82,-10.159999999999997,355.6,-10.159999999999997,370.84000000000003,14,62,7,31,-0.06,0.8999999999999999,0.10999999999999999,0.79,0.6551724137931034,0.6486486486486487,0.006523765144454741,0,0,0,0,1,0,0,0,0,0,0,1,0,4,2018
2018-04-21,Merab Dvalishvili,Ricky Simon,blue,27.28,25.64,167.64,167.64,172.72,175.26,20,22,4,6,0.42,0.44,0.35,0.43,Orthodox,Orthodox,0,1.6400000000000006,52.92,0.0,335.28,-2.539999999999992,347.98,-2,42,-2,10,-0.020000000000000018,0.86,-0.08000000000000002,0.78,0.8,0.7586206896551724,0.04137931034482767,1,0,1,0,0,0,0,0,1,0,0,0,0,4,2018
2018-04-21,Siyar Bahadurzada,Luan Chagas,red,34.01,24.84,180.34,182.88,185.42,190.5,24,15,8,3,0.4,0.47,0.61,0.12,Orthodox,Orthodox,1,9.169999999999998,58.849999999999994,-2.539999999999992,363.22,-5.0800000000000125,375.91999999999996,9,39,5,11,-0.06999999999999995,0.87,0.49,0.73,0.7272727272727273,0.7894736842105263,-0.062200956937799035,1,0,1,0,0,0,0,0,1,0,0,0,0,4,2018
2018-04-21,Corey Anderson,Patrick Cummins,red,28.58,37.43,190.5,187.96,200.66,193.04,14,10,5,7,0.46,0.5,0.5,0.41,Orthodox,Orthodox,1,-8.850000000000001,66.00999999999999,2.539999999999992,378.46000000000004,7.6200000000000045,393.7,4,24,-2,12,-0.03999999999999998,0.96,0.09000000000000002,0.9099999999999999,0.7,0.5555555555555556,0.14444444444444438,1,0,1,0,0,0,0,0,1,0,0,0,0,4,2018
2018-04-21,Anthony Rocco Martin,Keita Nakamura,red,28.36,33.91,182.88,180.34,185.42,185.42,17,34,6,10,0.37,0.36,0.27,0.48,Orthodox,Southpaw,1,-5.549999999999997,62.269999999999996,2.539999999999992,363.22,0.0,370.84,-17,51,-4,16,0.010000000000000009,0.73,-0.20999999999999996,0.75,0.7083333333333334,0.7555555555555555,-0.047222222222222165,0,0,1,0,0,0,0,0,0,0,1,0,0,4,2018
2018-04-21,Ryan LaFlare,Alex Garcia,red,34.55,30.77,185.42,175.26,187.96,182.88,14,15,3,6,0.4,0.31,0.44,0.52,Southpaw,Orthodox,1,3.7799999999999976,65.32,10.159999999999997,360.67999999999995,5.0800000000000125,370.84000000000003,-1,29,-3,9,0.09000000000000002,0.71,-0.08000000000000002,0.96,0.7777777777777778,0.6818181818181818,0.09595959595959602,0,0,0,0,1,0,0,0,1,0,0,0,0,4,2018
2018-05-12,Jacare Souza,Kelvin Gastelum,blue,38.43,26.55,185.42,175.26,182.88,180.34,26,20,10,10,0.47,0.42,0.39,0.34,Orthodox,Southpaw,0,11.879999999999999,64.98,10.159999999999997,360.67999999999995,2.539999999999992,363.22,6,46,0,20,0.04999999999999999,0.8899999999999999,0.04999999999999999,0.73,0.7027027027027027,0.6451612903225806,0.057541412380122114,0,0,1,0,0,0,0,0,0,0,1,0,0,5,2018
2018-05-12,Mackenzie Dern,Amanda Cooper,red,25.13,26.55,162.56,160.02,160.02,162.56,15,3,5,5,0.4,0.44,0.17,0.38,Orthodox,Switch,1,-1.4200000000000017,51.68,2.539999999999992,322.58000000000004,-2.539999999999992,322.58000000000004,12,18,0,10,-0.03999999999999998,0.8400000000000001,-0.21,0.55,0.7142857142857143,0.3333333333333333,0.380952380952381,0,0,1,0,0,0,0,0,0,0,0,1,0,5,2018
2018-05-12,Amanda Nunes,Raquel Pennington,red,29.95,29.68,172.72,170.18,175.26,170.18,23,16,5,10,0.51,0.49,0.54,0.27,Orthodox,Orthodox,1,0.2699999999999996,59.629999999999995,2.539999999999992,342.9,5.079999999999984,345.44,7,39,-5,15,0.020000000000000018,1.0,0.27,0.81,0.7931034482758621,0.5925925925925926,0.20051085568326954,1,0,1,0,0,0,0,0,1,0,0,0,0,5,2018
2018-05-12,John Lineker,Brian Kelleher,red,27.92,31.73,160.02,167.64,170.18,167.64,31,24,9,16,0.4,0.41,0.58,0.41,Orthodox,Switch,1,-3.8099999999999987,59.650000000000006,-7.619999999999976,327.65999999999997,2.5400000000000205,337.82,7,55,-7,25,-0.009999999999999953,0.81,0.16999999999999998,0.99,0.7560975609756098,0.5853658536585366,0.1707317073170732,0,0,1,0,0,0,0,0,0,0,0,1,0,5,2018
2018-05-12,Vitor Belfort,Lyoto Machida,blue,41.11,39.95,182.88,185.42,187.96,187.96,26,24,14,8,0.46,0.53,0.6,0.65,Southpaw,Southpaw,0,1.1599999999999966,81.06,-2.539999999999992,368.29999999999995,0.0,375.92,2,50,6,22,-0.07,0.99,-0.050000000000000044,1.25,0.6341463414634146,0.7272727272727273,-0.09312638580931265,1,0,0,0,1,0,0,0,0,0,1,0,0,5,2018
2018-05-12,Cezar Ferreira,Karl Roberson,red,33.23,27.6,185.42,185.42,198.12,187.96,13,9,8,6,0.42,0.51,0.53,0.4,Southpaw,Southpaw,1,5.6299999999999955,60.83,0.0,370.84,10.159999999999997,386.08000000000004,4,22,2,14,-0.09000000000000002,0.9299999999999999,0.13,0.93,0.5909090909090909,0.5625,0.02840909090909094,1,0,0,0,1,0,0,0,0,0,1,0,0,5,2018
2018-05-12,Aleksei Oleinik,Junior Albini,red,40.89,27.16,187.96,190.5,203.2,187.96,60,14,17,6,0.48,0.51,0.46,0.37,Orthodox,Orthodox,1,13.73,68.05,-2.539999999999992,378.46000000000004,15.23999999999998,391.15999999999997,46,74,11,23,-0.030000000000000027,0.99,0.09000000000000002,0.8300000000000001,0.7692307692307693,0.6666666666666666,0.10256410256410264,1,0,1,0,0,0,0,0,1,0,0,0,0,5,2018
2018-05-12,Thales Leites,Jack Hermansson,blue,36.68,29.92,185.42,185.42,198.12,195.58,28,24,9,9,0.4,0.45,0.27,0.29,Orthodox,Orthodox,0,6.759999999999998,66.6,0.0,370.84,2.539999999999992,393.70000000000005,4,52,0,18,-0.04999999999999999,0.8500000000000001,-0.019999999999999962,0.56,0.7368421052631579,0.7058823529411765,0.030959752321981338,1,0,1,0,0,0,0,0,1,0,0,0,0,5,2018
2018-05-12,Elizeu Zaleski dos Santos,Sean Strickland,red,31.42,27.2,180.34,185.42,185.42,193.04,25,29,10,7,0.41,0.42,0.2,0.64,Orthodox,Orthodox,1,4.220000000000002,58.620000000000005,-5.079999999999984,365.76,-7.6200000000000045,378.46,-4,54,3,17,-0.010000000000000009,0.83,-0.44,0.8400000000000001,0.6944444444444444,0.7837837837837838,-0.08933933933933935,1,0,1,0,0,0,0,0,1,0,0,0,0,5,2018
2018-05-12,Warlley Alves,Sultan Aliev,red,27.35,33.65,180.34,180.34,182.88,187.96,15,15,8,3,0.48,0.45,0.5,0.38,Orthodox,Orthodox,1,-6.299999999999997,61.0,0.0,360.68,-5.0800000000000125,370.84000000000003,0,30,5,11,0.02999999999999997,0.9299999999999999,0.12,0.88,0.625,0.7894736842105263,-0.16447368421052633,1,0,1,0,0,0,0,0,1,0,0,0,0,5,2018
2018-05-12,Markus Perez,James Bochnovic,red,29.89,29.24,185.42,193.04,185.42,205.74,12,8,5,3,0.47,0.26,0.25,0.0,Orthodox,Orthodox,1,0.6500000000000021,59.129999999999995,-7.6200000000000045,378.46,-20.32000000000002,391.15999999999997,4,20,2,8,0.20999999999999996,0.73,0.25,0.25,0.6666666666666666,0.6666666666666666,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,5,2018
2018-05-12,Alberto Mina,Ramazan Emeev,blue,36.03,30.97,182.88,177.8,195.58,193.04,13,20,1,6,0.38,0.45,0.2,0.29,Orthodox,Southpaw,0,5.060000000000002,67.0,5.079999999999984,360.68,2.5400000000000205,388.62,-7,33,-5,7,-0.07,0.8300000000000001,-0.08999999999999997,0.49,0.8666666666666667,0.7407407407407407,0.125925925925926,0,0,1,0,0,0,0,0,0,0,1,0,0,5,2018
2018-05-12,Davi Ramos,Nick Hein,red,31.52,34.05,167.64,167.64,177.8,167.64,10,14,4,5,0.37,0.35,0.4,0.33,Orthodox,Southpaw,1,-2.5299999999999976,65.57,0.0,335.28,10.160000000000025,345.44,-4,24,-1,9,0.020000000000000018,0.72,0.07,0.73,0.6666666666666666,0.7,-0.033333333333333326,0,0,1,0,0,0,0,0,0,0,1,0,0,5,2018
2018-05-19,Demian Maia,Kamaru Usman,blue,40.53,31.02,185.42,182.88,182.88,193.04,28,21,11,4,0.43,0.51,0.24,0.44,Southpaw,Switch,0,9.510000000000002,71.55,2.539999999999992,368.29999999999995,-10.159999999999997,375.91999999999996,7,49,7,15,-0.08000000000000002,0.94,-0.2,0.6799999999999999,0.7,0.8076923076923077,-0.10769230769230775,0,0,0,0,1,0,0,0,0,0,0,1,0,5,2018
2018-05-19,Jared Cannonier,Dominick Reyes,blue,34.17,28.39,180.34,193.04,195.58,195.58,18,15,9,4,0.49,0.54,0.4,0.28,Switch,Southpaw,0,5.780000000000001,62.56,-12.699999999999989,373.38,0.0,391.16,3,33,5,13,-0.050000000000000044,1.03,0.12,0.68,0.6428571428571429,0.75,-0.1071428571428571,0,0,0,0,0,1,0,0,0,0,1,0,0,5,2018
2018-05-19,Veronica Hardy,Andrea Lee,blue,22.55,29.26,162.56,167.64,162.56,175.26,9,13,5,11,0.45,0.45,0.41,0.52,Southpaw,Orthodox,0,-6.710000000000001,51.81,-5.079999999999984,330.2,-12.699999999999989,337.82,-4,22,-6,16,0.0,0.9,-0.11000000000000004,0.9299999999999999,0.6,0.52,0.07999999999999996,0,0,0,0,1,0,0,0,1,0,0,0,0,5,2018
2018-05-19,Alexa Grasso,Tatiana Suarez,blue,24.77,27.41,165.1,165.1,167.64,167.64,16,11,5,1,0.41,0.61,0.35,0.47,Orthodox,Southpaw,0,-2.6400000000000006,52.18,0.0,330.2,0.0,335.28,5,27,4,6,-0.2,1.02,-0.12,0.82,0.7272727272727273,0.8461538461538461,-0.11888111888111885,0,0,1,0,0,0,0,0,0,0,1,0,0,5,2018
2018-05-19,Diego Rivas,Guido Cannetti,blue,26.52,38.41,172.72,167.64,175.26,172.72,10,10,2,8,0.4,0.55,0.6,0.55,Orthodox,Southpaw,0,-11.889999999999997,64.92999999999999,5.0800000000000125,340.36,2.539999999999992,347.98,0,20,-6,10,-0.15000000000000002,0.9500000000000001,0.04999999999999993,1.15,0.7692307692307693,0.5263157894736842,0.2429149797570851,0,0,1,0,0,0,0,0,0,0,1,0,0,5,2018
2018-05-19,Vicente Luque,Chad Laprise,red,26.48,31.82,180.34,177.8,190.5,180.34,23,13,11,4,0.51,0.42,0.51,0.54,Orthodox,Orthodox,1,-5.34,58.3,2.539999999999992,358.14,10.159999999999997,370.84000000000003,10,36,7,15,0.09000000000000002,0.9299999999999999,-0.030000000000000027,1.05,0.6571428571428571,0.7222222222222222,-0.06507936507936507,1,0,1,0,0,0,0,0,1,0,0,0,0,5,2018
2018-05-19,Enrique Barzola,Brandon Davis,red,29.06,28.03,170.18,177.8,177.8,182.88,17,14,5,10,0.41,0.35,0.45,0.42,Orthodox,Orthodox,1,1.0299999999999976,57.09,-7.6200000000000045,347.98,-5.079999999999984,360.68,3,31,-5,15,0.06,0.76,0.030000000000000027,0.87,0.7391304347826086,0.56,0.1791304347826086,1,0,1,0,0,0,0,0,1,0,0,0,0,5,2018
2018-05-19,Poliana Botelho,Syuri Kondo,red,29.42,29.27,172.72,162.56,170.18,167.64,8,6,5,3,0.58,0.44,0.57,0.0,Orthodox,Orthodox,1,0.15000000000000213,58.69,10.159999999999997,335.28,2.5400000000000205,337.82,2,14,2,8,0.13999999999999996,1.02,0.57,0.57,0.5714285714285714,0.6,-0.02857142857142858,1,0,1,0,0,0,0,0,1,0,0,0,0,5,2018
2018-05-19,Brandon Moreno,Alexandre Pantoja,blue,24.45,28.09,170.18,165.1,177.8,170.18,23,30,8,5,0.44,0.5,0.44,0.47,Orthodox,Orthodox,0,-3.6400000000000006,52.54,5.0800000000000125,335.28,7.6200000000000045,347.98,-7,53,3,13,-0.06,0.94,-0.02999999999999997,0.9099999999999999,0.71875,0.8333333333333334,-0.11458333333333337,1,0,1,0,0,0,0,0,1,0,0,0,0,5,2018
2018-05-19,Gabriel Benitez,Humberto Bandenay,red,29.92,23.7,172.72,180.34,180.34,180.34,23,14,13,7,0.41,0.41,0.5,0.46,Southpaw,Southpaw,1,6.220000000000002,53.620000000000005,-7.6200000000000045,353.06,0.0,360.68,9,37,6,20,0.0,0.82,0.03999999999999998,0.96,0.6216216216216216,0.6363636363636364,-0.014742014742014753,1,0,0,0,1,0,0,0,0,0,1,0,0,5,2018
2018-05-19,Claudio Puelles,Felipe Silva,red,22.08,34.03,177.8,182.88,182.88,195.58,13,8,4,2,0.49,0.5,0.36,1.0,Southpaw,Orthodox,1,-11.950000000000003,56.11,-5.079999999999984,360.68,-12.700000000000017,378.46000000000004,5,21,2,6,-0.010000000000000009,0.99,-0.64,1.3599999999999999,0.7222222222222222,0.7272727272727273,-0.005050505050505083,0,0,0,0,1,0,0,0,1,0,0,0,0,5,2018
2018-05-19,Henry Briones,Frankie Saenz,blue,37.57,37.77,172.72,167.64,175.26,167.64,16,13,8,7,0.42,0.47,0.0,0.31,Orthodox,Orthodox,0,-0.20000000000000284,75.34,5.0800000000000125,340.36,7.6200000000000045,342.9,3,29,1,15,-0.04999999999999999,0.8899999999999999,-0.31,0.31,0.64,0.6190476190476191,0.020952380952380945,1,0,1,0,0,0,0,0,1,0,0,0,0,5,2018
2018-05-19,Zak Cummings,Michel Prazeres,blue,33.79,36.82,182.88,167.64,190.5,170.18,25,26,7,4,0.35,0.47,0.28,0.36,Southpaw,Orthodox,0,-3.030000000000001,70.61,15.240000000000009,350.52,20.319999999999993,360.68,-1,51,3,11,-0.12,0.82,-0.07999999999999996,0.64,0.7575757575757576,0.8387096774193549,-0.0811339198435973,0,0,0,0,1,0,0,0,1,0,0,0,0,5,2018
2018-05-27,Stephen Thompson,Darren Till,blue,35.29,25.42,182.88,182.88,190.5,187.96,17,18,9,5,0.46,0.46,0.35,0.46,Orthodox,Southpaw,0,9.869999999999997,60.71,0.0,365.76,2.539999999999992,378.46000000000004,-1,35,4,14,0.0,0.92,-0.11000000000000004,0.81,0.6296296296296297,0.75,-0.12037037037037035,0,0,1,0,0,0,0,0,0,0,1,0,0,5,2018
2018-05-27,Arnold Allen,Mads Burnell,red,24.34,24.22,172.72,172.72,177.8,175.26,20,9,3,3,0.41,0.41,0.47,0.47,Southpaw,Orthodox,1,0.120000000000001,48.56,0.0,345.44,2.5400000000000205,353.06,11,29,0,6,0.0,0.82,0.0,0.94,0.8333333333333334,0.6923076923076923,0.14102564102564108,0,0,0,0,1,0,0,0,1,0,0,0,0,5,2018
2018-05-27,Jason Knight,Makwan Amirkhani,blue,25.87,29.55,177.8,177.8,180.34,182.88,20,17,5,9,0.33,0.44,0.31,0.43,Orthodox,Southpaw,0,-3.6799999999999997,55.42,0.0,355.6,-2.539999999999992,363.22,3,37,-4,14,-0.10999999999999999,0.77,-0.12,0.74,0.7692307692307693,0.6296296296296297,0.13960113960113962,0,0,1,0,0,0,0,0,0,0,1,0,0,5,2018
2018-05-27,Claudio Silva,Nordine Taleb,red,35.72,36.96,180.34,185.42,180.34,187.96,14,15,4,7,0.42,0.51,0.26,0.76,Southpaw,Orthodox,1,-1.240000000000002,72.68,-5.079999999999984,365.76,-7.6200000000000045,368.3,-1,29,-3,11,-0.09000000000000002,0.9299999999999999,-0.5,1.02,0.7368421052631579,0.6521739130434783,0.08466819221967958,0,0,0,0,1,0,0,0,1,0,0,0,0,5,2018
