fight_date,fighter_red,fighter_blue,winner,red_age,blue_age,red_height_cm,blue_height_cm,red_reach_cm,blue_reach_cm,red_wins,blue_wins,red_losses,blue_losses,red_sig_str_acc,blue_sig_str_acc,red_takedown_acc,blue_takedown_acc,red_stance,blue_stance
2025-09-06,Benoit Saint Denis,Mauricio Ruffy,red,29.72,29.22,180.34,180.34,185.42,190.5,15,12,3,2,0.55,0.57,0.37,0.0,Southpaw,Orthodox
2025-09-06,Nassourdine Imavov,Caio Borralho,red,29.52,32.64,190.5,185.42,190.5,190.5,17,17,4,2,0.54,0.56,0.32,0.48,Orthodox,Southpaw
2025-09-06,Modestas Bukauskas,Paul Craig,red,31.57,37.78,190.5,190.5,193.04,193.04,19,17,6,10,0.43,0.45,0.66,0.18,Switch,Orthodox
2025-09-06,Bolaji Oki,Mason Jones,blue,29.81,30.37,177.8,177.8,185.42,187.96,10,17,3,2,0.44,0.41,0.6,0.55,Orthodox,Orthodox
2025-09-06,Axel Sola,Rhys McKee,red,27.97,29.99,187.96,187.96,187.96,198.12,11,14,0,7,0.42,0.4,0.25,0.0,Southpaw,Orthodox
2025-09-06,Oumar Sy,Brendson Ribeiro,red,29.79,28.99,193.04,190.5,210.82,205.74,12,17,1,9,0.48,0.42,0.36,0.42,Orthodox,Orthodox
2025-09-06,William Gomis,Robert Ruchala,red,28.23,27.31,182.88,172.72,185.42,182.88,15,11,3,2,0.49,0.35,0.38,0.33,Southpaw,Switch
2025-09-06,Marcin Tybura,Ante Delija,blue,39.82,35.08,190.5,190.5,198.12,198.12,27,26,10,6,0.48,0.46,0.33,0.0,Orthodox,Orthodox
2025-09-06,Harry Hardwick,Kaue Fernandes,blue,30.94,30.48,172.72,175.26,180.34,185.42,13,11,4,2,0.34,0.55,0.0,1.0,Switch,Orthodox
2025-09-06,Andreas Gustafsson,Rinat Fakhretdinov,blue,34.54,33.94,185.42,182.88,185.42,187.96,12,24,3,1,0.71,0.52,0.58,0.34,Orthodox,Orthodox
2025-09-06,Sam Patterson,Trey Waters,red,29.35,30.54,190.5,195.58,198.12,195.58,14,9,2,2,0.43,0.44,1.0,0.33,Orthodox,Orthodox
2025-09-06,Brad Tavares,Robert Bryczek,blue,37.71,35.18,185.42,182.88,187.96,190.5,21,18,12,6,0.43,0.36,0.26,1.0,Orthodox,Orthodox
2025-08-23,Johnny Walker,Zhang Mingyang,red,33.4,27.02,198.12,187.96,208.28,190.5,22,19,9,7,0.55,0.6,0.6,0.0,Orthodox,Orthodox
2025-09-06,Shauna Bannon,Sam Hughes,blue,31.87,33.19,165.1,165.1,165.1,162.56,7,11,2,6,0.43,0.46,0.0,0.35,Switch,Orthodox
2025-08-23,Brian Ortega,Aljamain Sterling,blue,34.5,36.06,172.72,170.18,175.26,180.34,16,25,5,5,0.37,0.52,0.25,0.3,Switch,Orthodox
2025-08-23,Sergei Pavlovich,Waldo Cortes-Acosta,red,33.28,33.89,190.5,193.04,213.36,198.12,20,14,3,2,0.44,0.48,0.25,0.5,Southpaw,Orthodox
2025-08-23,Sumudaerji,Kevin Borjas,red,29.59,27.71,172.72,165.1,182.88,172.72,18,10,7,4,0.52,0.44,0.11,0.0,Southpaw,Orthodox
2025-08-23,Taiyilake Nueraji,Kiefer Crosbie,red,24.61,35.38,187.96,180.34,190.5,177.8,12,10,1,6,0.53,0.64,0.33,0.0,Southpaw,Switch
2025-08-23,Maheshate,Gauge Young,blue,25.73,25.11,182.88,175.26,180.34,177.8,10,10,5,3,0.31,0.51,0.0,0.3,Orthodox,Orthodox
2025-08-23,Rongzhu,Austin Hubbard,red,25.46,33.67,175.26,177.8,180.34,180.34,27,17,6,10,0.51,0.42,0.62,0.28,Orthodox,Orthodox
2025-08-23,Charles Johnson,Lone'er Kavanagh,red,34.62,26.21,175.26,167.64,177.8,170.18,18,9,7,1,0.49,0.49,0.2,0.5,Switch,Orthodox
2025-08-23,Xiao Long,SuYoung You,blue,27.36,29.7,172.72,167.64,177.8,165.1,27,16,10,3,0.46,0.46,0.25,0.47,Orthodox,Orthodox
2025-08-23,Michel Pereira,Kyle Daukaus,blue,31.88,32.48,185.42,187.96,185.42,193.04,31,16,14,4,0.52,0.53,0.52,0.25,Orthodox,Southpaw
2025-08-23,Yizha,Westin Wilson,red,28.62,36.58,170.18,185.42,180.34,185.42,26,17,5,10,0.45,0.31,0.3,0.16,Orthodox,Southpaw
2025-08-16,Dricus Du Plessis,Khamzat Chimaev,blue,31.59,31.29,185.42,187.96,193.04,190.5,23,15,3,0,0.48,0.6,0.51,0.55,Switch,Orthodox
2025-08-23,Uran Satybaldiev,Diyar Nurgozhay,red,31.04,28.34,193.04,187.96,200.66,187.96,9,10,1,2,0.25,0.5,0.0,1.0,Orthodox,Southpaw
2025-08-16,Lerone Murphy,Aaron Pico,red,34.07,28.9,175.26,172.72,185.42,177.8,17,13,0,5,0.53,0.44,0.54,0.66,Orthodox,Orthodox
2025-08-16,Geoff Neal,Carlos Prates,blue,34.97,32.0,180.34,185.42,190.5,198.12,16,22,7,7,0.51,0.54,0.45,1.0,Southpaw,Switch
2025-08-16,Jared Cannonier,Michael Page,blue,41.42,38.36,180.34,190.5,195.58,200.66,18,24,9,3,0.49,0.6,0.4,0.16,Switch,Switch
2025-08-16,Tim Elliott,Kai Asakura,red,38.64,31.79,170.18,172.72,167.64,175.26,22,21,13,6,0.44,0.32,0.47,0.0,Southpaw,Orthodox
2025-08-16,Baisangur Susurkaev,Eric Nolan,red,24.6,27.92,187.96,187.96,200.66,187.96,10,8,0,4,0.58,0.39,0.28,0.0,Orthodox,Orthodox
2025-08-16,Gerald Meerschaert,Michal Oleksiejczuk,blue,37.66,30.48,185.42,182.88,195.58,187.96,37,21,20,9,0.45,0.51,0.3,0.43,Southpaw,Southpaw
2025-08-16,Jessica Andrade,Loopy Godinez,blue,33.89,31.94,154.94,157.48,157.48,154.94,26,14,15,5,0.48,0.49,0.54,0.41,Orthodox,Orthodox
2025-08-16,Chase Hooper,Alexander Hernandez,blue,25.92,32.87,185.42,175.26,187.96,182.88,16,17,4,8,0.49,0.4,0.33,0.36,Southpaw,Orthodox
2025-08-16,Edson Barboza,Drakkar Klose,blue,39.57,37.44,180.34,175.26,190.5,177.8,24,16,13,3,0.44,0.55,0.5,0.26,Orthodox,Orthodox
2025-08-16,Karine Silva,Dione Barbosa,red,31.7,33.27,165.1,167.64,170.18,167.64,19,8,5,4,0.38,0.45,0.47,0.42,Orthodox,Orthodox
2025-08-16,Alibi Idiris,Joseph Morales,blue,30.82,30.98,167.64,167.64,172.72,175.26,11,14,1,2,0.5,0.4,0.0,0.42,Orthodox,Switch
2025-08-02,Tatsuro Taira,HyunSung Park,red,25.51,29.74,170.18,170.18,177.8,167.64,17,10,1,1,0.6,0.46,0.48,0.33,Orthodox,Orthodox
2025-08-02,Mateusz Rebecki,Chris Duncan,blue,32.74,32.23,170.18,177.8,167.64,180.34,20,14,3,2,0.46,0.44,0.65,0.42,Southpaw,Orthodox
2025-08-02,Elves Brener,Esteban Ribovics,blue,27.85,29.26,177.8,177.8,182.88,175.26,16,15,6,2,0.47,0.43,0.16,0.66,Orthodox,Orthodox
2025-08-02,Karol Rosa,Nora Cornolle,red,30.59,35.66,165.1,170.18,170.18,170.18,19,9,7,3,0.56,0.54,0.48,0.11,Orthodox,Orthodox
2025-08-02,Neil Magny,Elizeu Zaleski dos Santos,red,38.0,38.64,190.5,180.34,203.2,185.42,30,25,14,10,0.46,0.41,0.39,0.2,Orthodox,Orthodox
2025-08-02,Danny Silva,Kevin Vallejos,blue,28.5,23.65,180.34,170.18,177.8,172.72,10,16,2,1,0.55,0.45,0.33,0.33,Switch,Switch
2025-08-02,Rinya Nakamura,Nathan Fletcher,red,30.36,27.58,170.18,170.18,172.72,177.8,10,9,1,3,0.52,0.59,0.81,0.38,Southpaw,Orthodox
2025-08-02,Rodolfo Vieira,Tresean Gore,red,35.85,31.12,182.88,182.88,185.42,190.5,11,6,3,4,0.55,0.42,0.23,0.75,Orthodox,Switch
2025-08-02,Nick Klein,Andrey Pulyaev,blue,29.9,27.89,185.42,193.04,195.58,198.12,6,10,3,3,0.56,0.6,0.35,0.16,Orthodox,Southpaw
2025-08-02,Austin Bashi,John Yannis,red,23.84,31.07,167.64,170.18,177.8,177.8,14,9,1,4,0.47,0.0,0.41,0.0,Orthodox,Southpaw
2025-08-02,Rafael Estevam,Felipe Bunes,red,28.98,35.76,172.72,170.18,175.26,175.26,14,14,0,8,0.54,0.5,0.38,0.22,Orthodox,Orthodox
2025-08-02,Piera Rodriguez,Ketlen Souza,red,32.72,30.96,160.02,160.02,160.02,160.02,11,15,2,6,0.47,0.57,0.54,0.14,Orthodox,Orthodox
2025-08-09,Roman Dolidze,Anthony Hernandez,blue,37.07,31.81,187.96,182.88,193.04,190.5,15,15,4,2,0.41,0.62,0.39,0.48,Orthodox,Orthodox
2025-08-09,Steve Erceg,Ode Osbourne,red,30.04,33.58,172.72,170.18,172.72,185.42,13,13,4,9,0.45,0.41,0.27,0.3,Orthodox,Southpaw
2025-08-09,Iasmin Lucindo,Angela Hill,red,23.58,40.57,160.02,160.02,167.64,162.56,18,18,6,15,0.45,0.5,0.55,0.3,Orthodox,Orthodox
2025-08-09,Miles Johns,Jean Matsumoto,blue,31.36,25.92,170.18,167.64,172.72,172.72,15,17,4,1,0.44,0.41,0.26,0.41,Orthodox,Orthodox
2025-08-09,Andre Fili,Christian Rodriguez,red,35.12,27.64,180.34,170.18,187.96,180.34,25,12,12,4,0.37,0.5,0.45,0.4,Orthodox,Orthodox
2025-08-09,Eryk Anders,Christian Leroy Duncan,blue,38.3,30.05,185.42,187.96,190.5,200.66,17,12,9,2,0.48,0.59,0.24,0.11,Southpaw,Switch
2025-08-09,Julius Walker,Rafael Cerqueira,red,26.07,35.4,193.04,190.5,198.12,193.04,7,11,1,3,0.55,0.44,0.36,0.0,Orthodox,Southpaw
2025-08-09,Elijah Smith,Toshiomi Kazama,red,22.93,28.24,175.26,170.18,180.34,175.26,9,11,1,5,0.47,0.53,0.53,0.16,Orthodox,Orthodox
2025-08-09,Joselyne Edwards,Priscila Cachoeira,red,29.86,36.97,172.72,170.18,177.8,165.1,16,13,6,7,0.53,0.44,0.38,0.33,Orthodox,Orthodox
2025-08-09,Uros Medic,Gilbert Urbina,red,32.29,29.34,185.42,190.5,180.34,190.5,11,7,3,5,0.6,0.56,0.5,0.44,Southpaw,Orthodox
2025-07-19,Max Holloway,Dustin Poirier,red,33.62,36.5,180.34,175.26,175.26,182.88,27,30,8,10,0.48,0.5,0.53,0.35,Orthodox,Southpaw
2025-08-09,Gabriella Fernandes,Julija Stoliarenko,red,31.99,32.34,167.64,170.18,167.64,167.64,11,11,3,10,0.48,0.38,0.18,0.2,Southpaw,Orthodox
2025-08-09,Cody Brundage,Eric McConico,blue,31.23,35.25,182.88,182.88,182.88,195.58,11,10,7,3,0.51,0.36,0.46,0.0,Orthodox,Southpaw
2025-07-19,Kevin Holland,Daniel Rodriguez,blue,32.7,38.55,190.5,185.42,205.74,187.96,28,20,14,5,0.5,0.49,0.38,0.5,Orthodox,Southpaw
2025-07-19,Paulo Costa,Roman Kopylov,red,34.25,34.21,185.42,182.88,182.88,190.5,15,14,4,4,0.58,0.5,0.5,0.42,Orthodox,Southpaw
2025-07-19,Dan Ige,Patricio Freire,blue,33.95,38.03,170.18,167.64,180.34,170.18,19,37,10,8,0.45,0.43,0.25,0.33,Orthodox,Orthodox
2025-07-19,Michael Johnson,Daniel Zellhuber,red,39.12,26.03,177.8,185.42,185.42,195.58,25,15,19,3,0.39,0.39,0.38,0.25,Southpaw,Switch
2025-07-19,Kyler Phillips,Vinicius Oliveira,blue,30.1,29.63,172.72,175.26,182.88,177.8,12,23,4,3,0.42,0.43,0.45,0.5,Orthodox,Switch
2025-07-19,Marvin Vettori,Brendan Allen,blue,31.83,29.56,182.88,187.96,187.96,190.5,19,25,9,7,0.45,0.53,0.45,0.41,Southpaw,Orthodox
2025-07-19,Ateba Gautier,Robert Valentin,red,23.27,30.3,193.04,187.96,205.74,195.58,8,11,1,6,0.61,0.56,0.0,0.0,Switch,Orthodox
2025-07-19,Francisco Prado,Nikolay Veretennikov,blue,23.09,35.57,177.8,185.42,175.26,187.96,12,13,4,6,0.43,0.55,0.19,0.18,Orthodox,Orthodox
2025-07-19,Adam Fugitt,Islam Dulatov,blue,36.51,26.96,185.42,190.5,195.58,190.5,10,12,5,1,0.46,0.54,0.25,1.0,Southpaw,Orthodox
2025-07-19,Jimmy Crute,Marcin Prachnio,red,29.37,37.01,187.96,190.5,187.96,185.42,13,17,4,9,0.52,0.54,0.52,0.2,Orthodox,Orthodox
2025-07-19,Ryan Spann,Lukasz Brzeski,red,33.9,33.17,195.58,190.5,200.66,198.12,23,9,11,7,0.39,0.5,0.34,0.33,Orthodox,Orthodox
2025-07-19,Brunno Ferreira,Jackson McVey,red,32.7,26.32,177.8,193.04,182.88,195.58,14,6,2,1,0.5,0.26,0.28,0.0,Orthodox,Southpaw
2025-07-19,Carli Judice,Nicolle Caliari,red,26.38,28.7,170.18,160.02,172.72,157.48,5,8,2,4,0.52,0.38,0.25,0.24,Southpaw,Orthodox
2025-07-26,Robert Whittaker,Reinier de Ridder,blue,34.6,34.88,182.88,193.04,185.42,198.12,27,21,9,2,0.43,0.52,0.38,0.27,Orthodox,Southpaw
2025-07-26,Petr Yan,Marcus McGhee,red,32.45,35.22,170.18,172.72,170.18,175.26,19,10,5,2,0.54,0.45,0.48,0.14,Switch,Orthodox
2025-07-26,Shara Magomedov,Marc-Andre Barriault,red,31.2,35.43,187.96,185.42,185.42,187.96,16,17,1,10,0.62,0.47,0.0,0.28,Orthodox,Orthodox
2025-07-26,Asu Almabayev,Jose Ochoa,red,31.5,24.57,162.56,170.18,165.1,170.18,22,8,3,2,0.54,0.37,0.43,0.5,Orthodox,Southpaw
2025-07-26,Nikita Krylov,Bogdan Guskov,blue,33.39,32.87,190.5,190.5,195.58,193.04,30,18,11,3,0.54,0.55,0.38,0.0,Orthodox,Orthodox
2025-07-26,Bryce Mitchell,Said Nurmagomedov,red,30.81,33.31,177.8,172.72,177.8,177.8,18,18,4,5,0.59,0.48,0.36,0.15,Southpaw,Orthodox
2025-07-26,Muslim Salikhov,Carlos Leal,red,41.13,31.23,180.34,180.34,177.8,187.96,22,22,5,7,0.49,0.5,0.32,0.25,Orthodox,Orthodox
2025-07-26,Davey Grant,Da'Mon Blackshear,red,39.6,30.95,172.72,177.8,175.26,182.88,17,17,7,8,0.44,0.45,0.4,0.33,Orthodox,Switch
2025-07-26,Amanda Ribas,Tabatha Ricci,blue,31.92,30.43,162.56,154.94,167.64,154.94,13,12,7,3,0.39,0.36,0.52,0.37,Orthodox,Orthodox
2025-07-26,Ibo Aslan,Billy Elekana,blue,29.26,30.16,190.5,190.5,195.58,195.58,14,8,3,2,0.47,0.57,0.0,0.25,Orthodox,Southpaw
2025-07-26,Mohammad Yahya,Steven Nguyen,blue,31.18,32.19,175.26,180.34,185.42,185.42,12,10,6,2,0.39,0.42,0.2,1.0,Switch,Switch
2025-07-26,Martin Buday,Marcus Buchecha,red,33.71,35.55,193.04,187.96,195.58,195.58,16,5,2,2,0.53,0.4,0.2,0.09,Orthodox,Orthodox
2025-07-12,Derrick Lewis,Tallison Teixeira,red,40.42,25.6,190.5,200.66,200.66,210.82,29,8,12,1,0.5,0.59,0.26,0.0,Orthodox,Orthodox
2025-07-12,Calvin Kattar,Steve Garcia,blue,37.3,33.14,180.34,182.88,182.88,190.5,23,18,10,5,0.37,0.48,0.29,0.4,Orthodox,Southpaw
2025-07-12,Stephen Thompson,Gabriel Bonfim,blue,42.41,27.89,182.88,185.42,190.5,182.88,17,18,9,1,0.46,0.45,0.35,0.55,Orthodox,Orthodox
2025-07-12,Nate Landwehr,Morgan Charriere,blue,37.1,29.71,175.26,172.72,182.88,175.26,18,21,7,11,0.45,0.5,0.41,0.46,Orthodox,Orthodox
2025-07-12,Vitor Petrino,Austen Lane,red,27.87,37.67,187.96,198.12,195.58,203.2,12,13,2,7,0.45,0.5,0.58,0.28,Orthodox,Orthodox
2025-07-12,Junior Tafa,Tuco Tokkos,blue,28.8,35.03,190.5,193.04,190.5,193.04,6,11,4,5,0.51,0.4,0.0,0.47,Orthodox,Orthodox
2025-07-12,Jake Matthews,Chidi Njokuani,red,30.9,36.53,180.34,190.5,185.42,203.2,22,25,7,11,0.43,0.62,0.42,0.0,Orthodox,Orthodox
2025-07-12,Max Griffin,Chris Curtis,blue,39.62,37.99,180.34,177.8,193.04,190.5,20,32,12,12,0.47,0.5,0.4,0.0,Orthodox,Orthodox
2025-07-12,Kennedy Nzechukwu,Valter Walker,blue,33.08,27.58,195.58,198.12,210.82,198.12,14,14,6,1,0.46,0.49,0.45,0.66,Southpaw,Orthodox
2025-07-12,Lauren Murphy,Eduarda Moura,blue,41.96,31.37,165.1,167.64,170.18,170.18,16,12,7,1,0.38,0.37,0.24,0.37,Orthodox,Orthodox
2025-06-28,Ilia Topuria,Charles Oliveira,red,28.43,35.7,170.18,177.8,175.26,187.96,17,35,0,11,0.48,0.55,0.61,0.39,Orthodox,Orthodox
2025-07-12,Mitch Ramirez,Mike Davis,blue,32.69,32.76,180.34,182.88,180.34,182.88,8,12,3,3,0.44,0.53,0.33,0.44,Orthodox,Orthodox
2025-07-12,Fatima Kline,Melissa Martinez,red,25.0,27.9,167.64,157.48,170.18,167.64,8,8,1,2,0.49,0.47,0.6,0.5,Orthodox,Southpaw
2025-06-28,Beneil Dariush,Renato Moicano,red,36.15,36.1,177.8,180.34,182.88,182.88,23,20,6,7,0.49,0.48,0.38,0.41,Southpaw,Orthodox
2025-06-28,Alexandre Pantoja,Kai Kara-France,red,35.2,32.26,165.1,162.56,170.18,175.26,30,25,5,12,0.5,0.4,0.47,0.3,Orthodox,Orthodox
2025-06-28,Brandon Royval,Joshua Van,blue,32.87,23.72,175.26,165.1,172.72,165.1,17,15,8,2,0.41,0.56,0.75,0.63,Southpaw,Orthodox
2025-06-28,Payton Talbott,Felipe Lima,red,26.8,27.14,177.8,167.64,177.8,172.72,10,14,1,2,0.54,0.45,0.25,0.27,Switch,Orthodox
2025-06-28,Hyder Amil,Jose Delgado,blue,35.09,27.19,175.26,180.34,177.8,187.96,11,10,1,1,0.57,0.49,0.2,0.6,Switch,Switch
2025-06-28,Jack Hermansson,Gregory Rodrigues,blue,37.05,33.36,185.42,190.5,195.58,190.5,24,17,9,6,0.45,0.51,0.29,0.38,Orthodox,Orthodox
2025-06-28,Viviane Araujo,Tracy Cortez,blue,38.6,31.55,162.56,165.1,172.72,165.1,13,12,7,2,0.47,0.49,0.43,0.47,Orthodox,Orthodox
2025-06-28,Niko Price,Jacobe Smith,blue,35.75,29.45,182.88,177.8,193.04,182.88,16,11,9,0,0.43,0.66,0.28,0.9,Orthodox,Southpaw
2025-06-28,Jhonata Diniz,Alvin Hines,red,34.02,33.69,193.04,187.96,200.66,187.96,9,7,1,1,0.56,0.31,0.0,0.1,Orthodox,Orthodox
2025-06-28,Terrance McKinney,Viacheslav Borshchev,red,30.78,33.47,177.8,180.34,185.42,175.26,17,8,7,6,0.56,0.54,0.4,0.0,Switch,Orthodox
2025-06-21,Rafael Fiziev,Ignacio Bahamondes,red,32.3,27.82,172.72,190.5,180.34,190.5,13,17,4,6,0.52,0.45,0.72,0.0,Switch,Orthodox
2025-06-21,Curtis Blaydes,Rizvan Kuniev,red,34.34,33.28,193.04,193.04,203.2,193.04,19,12,5,3,0.5,0.58,0.48,0.75,Orthodox,Orthodox
2025-06-21,Jamahal Hill,Khalil Rountree Jr.,blue,34.09,35.32,193.04,185.42,200.66,193.04,12,15,4,6,0.51,0.4,0.0,0.0,Southpaw,Southpaw
2025-06-21,Tofiq Musayev,Myktybek Orolbai,blue,35.52,27.36,175.26,177.8,175.26,187.96,22,14,6,2,0.33,0.48,0.0,0.45,Orthodox,Orthodox
2025-06-21,Nazim Sadykhov,Nikolas Motta,red,31.1,32.36,177.8,175.26,175.26,177.8,11,15,1,6,0.5,0.38,0.55,0.0,Southpaw,Orthodox
2025-06-21,Muhammad Naimov,Bogdan Grad,red,30.87,29.73,175.26,172.72,177.8,177.8,13,15,3,3,0.4,0.51,0.36,0.36,Orthodox,Orthodox
2025-06-21,Seokhyeon Ko,Oban Elliott,red,31.74,27.5,177.8,182.88,180.34,182.88,12,12,2,3,0.52,0.48,0.53,0.44,Southpaw,Orthodox
2025-06-21,Daria Zhelezniakova,Melissa Mullins,red,29.41,33.91,175.26,170.18,172.72,172.72,10,7,2,2,0.41,0.5,1.0,0.42,Orthodox,Orthodox
2025-06-21,Ismail Naurdiev,JunYong Park,blue,28.84,34.31,177.8,177.8,187.96,185.42,24,19,8,6,0.52,0.5,0.4,0.42,Orthodox,Orthodox
2025-06-21,Irina Alekseeva,Klaudia Sygula,blue,34.98,26.48,172.72,172.72,170.18,175.26,5,7,3,2,0.39,0.53,0.2,0.2,Orthodox,Orthodox
2025-06-21,Hamdy Abdelwahab,Mohammed Usman,blue,32.41,36.22,187.96,187.96,182.88,200.66,6,12,1,4,0.49,0.39,0.66,0.14,Southpaw,Orthodox
2025-06-21,Tagir Ulanbekov,Azat Maksum,red,33.87,30.38,170.18,170.18,177.8,177.8,17,15,2,2,0.49,0.28,0.38,0.28,Southpaw,Southpaw
2025-06-14,Edmen Shahbazyan,Andre Petroski,red,27.56,34.01,187.96,182.88,190.5,185.42,15,13,5,5,0.48,0.49,0.37,0.51,Orthodox,Switch
2025-06-14,Kamaru Usman,Joaquin Buckley,red,38.09,31.13,182.88,177.8,193.04,193.04,21,21,4,7,0.51,0.36,0.44,0.45,Switch,Southpaw
2025-06-14,Rose Namajunas,Miranda Maverick,red,32.96,27.95,165.1,160.02,165.1,165.1,15,17,7,6,0.41,0.44,0.5,0.4,Orthodox,Southpaw
2025-06-14,Cody Garbrandt,Raoni Barcelos,blue,33.94,38.12,172.72,170.18,165.1,170.18,14,20,7,5,0.39,0.52,0.27,0.33,Orthodox,Orthodox
2025-06-14,Alonzo Menifield,Oumar Sy,red,37.66,29.56,182.88,193.04,193.04,210.82,17,12,5,1,0.53,0.48,0.31,0.36,Orthodox,Orthodox
2025-06-14,Malcolm Wellmaker,Kris Moutinho,red,31.03,32.85,177.8,170.18,180.34,172.72,10,14,0,7,0.62,0.31,0.0,0.0,Switch,Southpaw
2025-06-14,Michael Chiesa,Court McGee,red,37.52,40.5,185.42,180.34,190.5,190.5,19,23,7,14,0.4,0.36,0.47,0.24,Southpaw,Orthodox
2025-06-14,Cody Durden,Jose Ochoa,blue,34.21,24.45,170.18,170.18,170.18,170.18,17,8,8,2,0.44,0.37,0.47,0.5,Southpaw,Southpaw
2025-06-14,Ricky Simon,Cameron Smotherman,red,32.79,27.74,167.64,175.26,175.26,175.26,22,12,6,6,0.44,0.37,0.43,0.0,Orthodox,Orthodox
2025-06-14,Jamey-Lyn Horth,Vanessa Demopoulos,red,35.21,36.73,170.18,157.48,167.64,149.86,8,11,2,8,0.54,0.39,0.42,0.09,Orthodox,Orthodox
2025-06-14,Phil Rowe,Ange Loosa,red,34.91,32.24,190.5,177.8,203.2,187.96,11,10,5,5,0.49,0.46,0.36,0.39,Orthodox,Orthodox
2025-06-07,Merab Dvalishvili,Sean O'Malley,red,34.41,30.62,167.64,180.34,172.72,182.88,20,18,4,3,0.42,0.61,0.35,0.42,Orthodox,Switch
2025-06-07,Kelvin Gastelum,Joe Pyfer,blue,33.62,28.72,175.26,187.96,180.34,190.5,20,14,10,3,0.42,0.43,0.34,0.42,Southpaw,Orthodox
2025-06-07,Julianna Pena,Kayla Harrison,blue,35.8,34.93,167.64,172.72,175.26,167.64,13,19,6,1,0.44,0.62,0.54,0.37,Orthodox,Southpaw
2025-06-07,Vicente Luque,Kevin Holland,blue,33.53,32.59,180.34,190.5,190.5,205.74,23,28,11,14,0.51,0.5,0.51,0.38,Orthodox,Orthodox
2025-06-07,Bruno Silva,Joshua Van,blue,35.23,23.66,162.56,165.1,165.1,165.1,14,15,7,2,0.49,0.56,0.23,0.63,Orthodox,Orthodox
2025-06-07,Mario Bautista,Patchy Mix,red,31.93,31.81,175.26,180.34,175.26,177.8,16,20,2,2,0.49,0.4,0.33,0.0,Switch,Southpaw
2025-06-07,Azamat Murzakanov,Brendson Ribeiro,red,36.15,28.74,177.8,190.5,180.34,205.74,15,17,0,9,0.57,0.42,0.15,0.42,Southpaw,Orthodox
2025-06-07,Serghei Spivac,Waldo Cortes-Acosta,blue,30.37,33.68,190.5,193.04,198.12,198.12,17,14,6,2,0.48,0.48,0.62,0.5,Orthodox,Orthodox
2025-06-07,Khaos Williams,Andreas Gustafsson,blue,31.19,34.29,182.88,185.42,195.58,185.42,15,12,5,3,0.39,0.71,0.0,0.58,Orthodox,Orthodox
2025-06-07,Jeka Saragih,JooSang Yoo,blue,30.43,31.38,172.72,170.18,175.26,180.34,14,9,5,0,0.5,0.75,0.8,0.0,Orthodox,Orthodox
2025-06-07,Ariane da Silva,Wang Cong,blue,31.36,33.06,167.64,167.64,170.18,167.64,17,8,11,1,0.41,0.57,0.38,0.75,Orthodox,Southpaw
2025-06-07,Quillan Salkilld,Yanal Ashmouz,red,25.44,30.19,182.88,175.26,190.5,175.26,9,8,1,2,0.59,0.5,0.37,0.38,Orthodox,Orthodox
2025-06-07,MarQuel Mederos,Mark Choinski,red,28.52,29.63,177.8,172.72,175.26,175.26,11,8,1,1,0.56,0.5,0.0,0.18,Orthodox,Orthodox
2025-05-31,Mateusz Gamrot,Ludovit Klein,red,34.47,30.27,177.8,170.18,177.8,182.88,25,23,3,5,0.51,0.52,0.36,0.51,Southpaw,Southpaw
2025-05-31,Dustin Jacoby,Bruno Lopes,red,37.16,32.1,190.5,187.96,193.04,187.96,21,14,9,2,0.47,0.43,0.25,0.33,Orthodox,Orthodox
2025-05-31,Billy Ray Goff,Ramiz Brahimaj,blue,26.95,32.53,177.8,177.8,182.88,182.88,9,12,4,5,0.46,0.45,0.16,0.41,Switch,Orthodox
2025-05-31,Ketlen Vieira,Macy Chiasson,red,33.76,33.85,172.72,180.34,172.72,182.88,15,11,4,4,0.41,0.46,0.43,0.35,Orthodox,Orthodox
2025-05-31,Zachary Reese,Dusko Todorovic,red,31.19,31.03,193.04,185.42,195.58,187.96,9,12,2,6,0.54,0.57,0.58,0.17,Switch,Orthodox
2025-05-31,Jafel Filho,Allan Nascimento,blue,32.07,33.72,170.18,172.72,172.72,175.26,16,21,4,6,0.41,0.6,0.42,0.24,Orthodox,Orthodox
2025-05-31,Bolaji Oki,Michael Aswell,red,29.54,24.67,177.8,172.72,185.42,175.26,10,10,3,3,0.44,0.44,0.6,0.0,Orthodox,Orthodox
2025-05-31,Kurt Holobaugh,Jordan Leavitt,blue,38.73,30.0,180.34,175.26,177.8,180.34,22,12,10,3,0.44,0.61,0.33,0.3,Orthodox,Southpaw
2025-05-31,Rayanne dos Santos,Alice Ardelean,blue,29.98,33.11,157.48,160.02,157.48,157.48,14,10,9,7,0.4,0.44,0.14,0.5,Orthodox,Orthodox
2025-05-17,Gilbert Burns,Michael Morales,blue,38.83,25.9,177.8,182.88,180.34,200.66,22,18,9,0,0.48,0.49,0.37,0.41,Orthodox,Orthodox
2025-05-17,Sodiq Yusuff,Mairon Santos,blue,31.99,24.93,175.26,170.18,180.34,182.88,13,17,5,1,0.49,0.46,0.23,0.0,Orthodox,Orthodox
2025-05-17,Dustin Stoltzfus,Nursulton Ruziboev,blue,33.5,31.49,182.88,195.58,190.5,193.04,16,36,7,9,0.45,0.46,0.41,0.66,Orthodox,Orthodox
